rater,team,individual,survey,metric,value,team_number,individual_id
-300002,3,2,1,Cognitive Load,62.0,3,2
-300002,3,2,1,AI Anxiety,44.0,3,2
-300002,3,2,1,AI Knowledge,48.0,3,2
-300002,3,2,1,AI Business Use,19.0,3,2
-300002,3,2,1,AI Training,57.0,3,2
-300002,3,2,1,AI Experimentation,38.0,3,2
-300002,3,2,1,AI Career Importance,28.0,3,2
-400010,4,10,1,Wellbeing,85.0,4,10
-400010,4,10,1,Team Access,69.0,4,10
-400010,4,10,1,Productivity,50.0,4,10
-400010,4,10,1,Balance,79.0,4,10
-400010,4,10,1,Personal Style,20.0,4,10
-400010,4,10,1,Preferred Culture,68.0,4,10
-400010,4,10,1,Capacity,65.0,4,10
-400010,4,10,1,Capability,75.0,4,10
-400010,4,10,1,Collaboration,94.0,4,10
-400010,4,10,1,Psych. Safety,87.0,4,10
-400010,4,10,1,Cognitive Load,29.0,4,10
-400010,4,10,1,AI Anxiety,20.0,4,10
-400010,4,10,1,AI Knowledge,76.0,4,10
-400010,4,10,1,AI Business Use,71.0,4,10
-400010,4,10,1,AI Training,63.0,4,10
-400010,4,10,1,AI Experimentation,81.0,4,10
-400010,4,10,1,AI Career Importance,54.0,4,10
-1200001,12,1,1,Wellbeing,84.0,12,1
-1200001,12,1,1,Team Access,95.0,12,1
-1200001,12,1,1,Productivity,88.0,12,1
-1200001,12,1,1,Balance,91.0,12,1
-1200001,12,1,1,Personal Style,61.0,12,1
-1200001,12,1,1,Preferred Culture,79.0,12,1
-1200001,12,1,1,Capacity,94.0,12,1
-1200001,12,1,1,Capability,92.0,12,1
-1200001,12,1,1,Collaboration,98.0,12,1
-1200001,12,1,1,Psych. Safety,94.0,12,1
-1200001,12,1,1,Cognitive Load,90.0,12,1
-1200001,12,1,1,AI Anxiety,40.0,12,1
-1200001,12,1,1,AI Knowledge,33.0,12,1
-1200001,12,1,1,AI Business Use,48.0,12,1
-1200001,12,1,1,AI Training,37.0,12,1
-1200001,12,1,1,AI Experimentation,56.0,12,1
-1200001,12,1,1,AI Career Importance,62.0,12,1
-300001,3,1,1,Wellbeing,49.0,3,1
-300001,3,1,1,Team Access,71.0,3,1
-300001,3,1,1,Productivity,57.0,3,1
-300001,3,1,1,Balance,52.0,3,1
-300001,3,1,1,Personal Style,35.0,3,1
-300001,3,1,1,Preferred Culture,64.0,3,1
-300001,3,1,1,Capacity,56.0,3,1
-300001,3,1,1,Capability,45.0,3,1
-300001,3,1,1,Collaboration,50.0,3,1
-300001,3,1,1,Psych. Safety,60.0,3,1
-300001,3,1,1,Cognitive Load,63.0,3,1
-300001,3,1,1,AI Anxiety,31.0,3,1
-300001,3,1,1,AI Knowledge,26.0,3,1
-300001,3,1,1,AI Business Use,60.0,3,1
-300001,3,1,1,AI Training,40.0,3,1
-300001,3,1,1,AI Experimentation,60.0,3,1
-300001,3,1,1,AI Career Importance,60.0,3,1
-200001,2,1,1,Wellbeing,81.0,2,1
-200001,2,1,1,Team Access,77.0,2,1
-200001,2,1,1,Productivity,50.0,2,1
-200001,2,1,1,Balance,39.0,2,1
-200001,2,1,1,Personal Style,74.0,2,1
-200001,2,1,1,Preferred Culture,70.0,2,1
-200001,2,1,1,Capacity,86.0,2,1
-200001,2,1,1,Capability,87.0,2,1
-200001,2,1,1,Collaboration,72.0,2,1
-200001,2,1,1,Psych. Safety,85.0,2,1
-200001,2,1,1,Cognitive Load,40.0,2,1
-200001,2,1,1,AI Anxiety,30.0,2,1
-200001,2,1,1,AI Knowledge,70.0,2,1
-200001,2,1,1,AI Business Use,46.0,2,1
-200001,2,1,1,AI Training,68.0,2,1
-200001,2,1,1,AI Experimentation,64.0,2,1
-200001,2,1,1,AI Career Importance,56.0,2,1
-2700004,27,4,1,Wellbeing,34.0,27,4
-2700004,27,4,1,Team Access,58.0,27,4
-2700004,27,4,1,Productivity,65.0,27,4
-2700004,27,4,1,Balance,90.0,27,4
-2700004,27,4,1,Personal Style,62.0,27,4
-2700004,27,4,1,Preferred Culture,60.0,27,4
-2700004,27,4,1,Capacity,64.0,27,4
-2700004,27,4,1,Capability,71.0,27,4
-2700004,27,4,1,Collaboration,77.0,27,4
-2700004,27,4,1,Psych. Safety,83.0,27,4
-2700004,27,4,1,Cognitive Load,67.0,27,4
-2700004,27,4,1,AI Anxiety,1.0,27,4
-2700004,27,4,1,AI Knowledge,65.0,27,4
-2700004,27,4,1,AI Business Use,48.0,27,4
-2700004,27,4,1,AI Training,73.0,27,4
-2700004,27,4,1,AI Experimentation,87.0,27,4
-2700004,27,4,1,AI Career Importance,100.0,27,4
-600000,6,0,1,Wellbeing,44.0,6,0
-600000,6,0,1,Team Access,48.0,6,0
-600000,6,0,1,Productivity,62.0,6,0
-600000,6,0,1,Balance,76.0,6,0
-600000,6,0,1,Personal Style,66.0,6,0
-600000,6,0,1,Preferred Culture,87.0,6,0
-600000,6,0,1,Capacity,84.0,6,0
-600000,6,0,1,Capability,90.0,6,0
-600000,6,0,1,Collaboration,97.0,6,0
-600000,6,0,1,Psych. Safety,90.0,6,0
-600000,6,0,1,Cognitive Load,93.0,6,0
-600000,6,0,1,AI Anxiety,100.0,6,0
-600000,6,0,1,AI Knowledge,71.0,6,0
-600000,6,0,1,AI Business Use,85.0,6,0
-600000,6,0,1,AI Training,93.0,6,0
-600000,6,0,1,AI Experimentation,94.0,6,0
-600000,6,0,1,AI Career Importance,88.0,6,0
-600002,6,2,1,Wellbeing,-1.0,6,2
-600002,6,2,1,Team Access,48.0,6,2
-600002,6,2,1,Productivity,52.0,6,2
-600002,6,2,1,Balance,56.0,6,2
-600002,6,2,1,Personal Style,28.0,6,2
-600002,6,2,1,Preferred Culture,48.0,6,2
-600002,6,2,1,Capacity,80.0,6,2
-600002,6,2,1,Capability,46.0,6,2
-600002,6,2,1,Collaboration,69.0,6,2
-600002,6,2,1,Psych. Safety,54.0,6,2
-600002,6,2,1,Cognitive Load,62.0,6,2
-600002,6,2,1,AI Anxiety,27.0,6,2
-600002,6,2,1,AI Knowledge,45.0,6,2
-600002,6,2,1,AI Business Use,68.0,6,2
-600002,6,2,1,AI Training,74.0,6,2
-600002,6,2,1,AI Experimentation,78.0,6,2
-600002,6,2,1,AI Career Importance,75.0,6,2
-2300005,23,5,1,Wellbeing,44.0,23,5
-2300005,23,5,1,Team Access,48.0,23,5
-2300005,23,5,1,Productivity,52.0,23,5
-2300005,23,5,1,Balance,56.0,23,5
-2300005,23,5,1,Personal Style,48.0,23,5
-2300005,23,5,1,Preferred Culture,48.0,23,5
-2300005,23,5,1,Capacity,42.0,23,5
-2300005,23,5,1,Capability,46.0,23,5
-2300005,23,5,1,Collaboration,50.0,23,5
-2300005,23,5,1,Psych. Safety,54.0,23,5
-2300005,23,5,1,Cognitive Load,58.0,23,5
-2300005,23,5,1,AI Anxiety,40.0,23,5
-2300005,23,5,1,AI Knowledge,74.0,23,5
-2300005,23,5,1,AI Business Use,48.0,23,5
-2300005,23,5,1,AI Training,63.0,23,5
-2300005,23,5,1,AI Experimentation,56.0,23,5
-2300005,23,5,1,AI Career Importance,11.0,23,5
-200003,2,3,1,Wellbeing,39.0,2,3
-200003,2,3,1,Team Access,75.0,2,3
-200003,2,3,1,Productivity,83.0,2,3
-200003,2,3,1,Balance,28.0,2,3
-200003,2,3,1,Personal Style,36.0,2,3
-200003,2,3,1,Preferred Culture,25.0,2,3
-200003,2,3,1,Capacity,67.0,2,3
-200003,2,3,1,Capability,74.0,2,3
-200003,2,3,1,Collaboration,90.0,2,3
-200003,2,3,1,Psych. Safety,81.0,2,3
-200003,2,3,1,Cognitive Load,72.0,2,3
-200003,2,3,1,AI Anxiety,50.0,2,3
-200003,2,3,1,AI Knowledge,46.0,2,3
-200003,2,3,1,AI Business Use,7.0,2,3
-200003,2,3,1,AI Training,43.0,2,3
-200003,2,3,1,AI Experimentation,30.0,2,3
-200003,2,3,1,AI Career Importance,38.0,2,3
-600003,6,3,1,Wellbeing,75.0,6,3
-600003,6,3,1,Team Access,75.0,6,3
-600003,6,3,1,Productivity,76.0,6,3
-600003,6,3,1,Balance,75.0,6,3
-600003,6,3,1,Personal Style,66.0,6,3
-600003,6,3,1,Preferred Culture,34.0,6,3
-600003,6,3,1,Capacity,83.0,6,3
-600003,6,3,1,Capability,83.0,6,3
-600003,6,3,1,Collaboration,77.0,6,3
-600003,6,3,1,Psych. Safety,69.0,6,3
-600003,6,3,1,Cognitive Load,73.0,6,3
-600003,6,3,1,AI Anxiety,68.0,6,3
-600003,6,3,1,AI Knowledge,86.0,6,3
-600003,6,3,1,AI Business Use,75.0,6,3
-600003,6,3,1,AI Training,59.0,6,3
-600003,6,3,1,AI Experimentation,65.0,6,3
-600003,6,3,1,AI Career Importance,80.0,6,3
-100003,1,3,1,Wellbeing,78.0,1,3
-100003,1,3,1,Team Access,71.0,1,3
-100003,1,3,1,Productivity,57.0,1,3
-100003,1,3,1,Balance,60.0,1,3
-100003,1,3,1,Personal Style,71.0,1,3
-100003,1,3,1,Preferred Culture,32.0,1,3
-100003,1,3,1,Capacity,72.0,1,3
-100003,1,3,1,Capability,97.0,1,3
-100003,1,3,1,Collaboration,50.0,1,3
-100003,1,3,1,Psych. Safety,65.0,1,3
-100003,1,3,1,Cognitive Load,58.0,1,3
-100003,1,3,1,AI Anxiety,40.0,1,3
-100003,1,3,1,AI Knowledge,26.0,1,3
-100003,1,3,1,AI Business Use,48.0,1,3
-100003,1,3,1,AI Training,33.0,1,3
-100003,1,3,1,AI Experimentation,51.0,1,3
-100003,1,3,1,AI Career Importance,48.0,1,3
-600004,6,4,1,Wellbeing,72.0,6,4
-600004,6,4,1,Team Access,79.0,6,4
-600004,6,4,1,Productivity,34.0,6,4
-600004,6,4,1,Balance,77.0,6,4
-600004,6,4,1,Personal Style,42.0,6,4
-600004,6,4,1,Preferred Culture,46.0,6,4
-600004,6,4,1,Capacity,69.0,6,4
-600004,6,4,1,Capability,73.0,6,4
-600004,6,4,1,Collaboration,36.0,6,4
-600004,6,4,1,Psych. Safety,21.0,6,4
-600004,6,4,1,Cognitive Load,78.0,6,4
-600004,6,4,1,AI Anxiety,34.0,6,4
-600004,6,4,1,AI Knowledge,85.0,6,4
-600004,6,4,1,AI Business Use,14.0,6,4
-600004,6,4,1,AI Training,80.0,6,4
-600004,6,4,1,AI Experimentation,68.0,6,4
-600004,6,4,1,AI Career Importance,91.0,6,4
-1600001,16,1,1,Wellbeing,44.0,16,1
-1600001,16,1,1,Team Access,48.0,16,1
-1600001,16,1,1,Productivity,-1.0,16,1
-1600001,16,1,1,Balance,56.0,16,1
-1600001,16,1,1,Personal Style,-1.0,16,1
-1600001,16,1,1,Preferred Culture,-1.0,16,1
-1600001,16,1,1,Capacity,42.0,16,1
-1600001,16,1,1,Capability,-1.0,16,1
-1600001,16,1,1,Collaboration,50.0,16,1
-1600001,16,1,1,Psych. Safety,54.0,16,1
-1600001,16,1,1,Cognitive Load,58.0,16,1
-1600001,16,1,1,AI Anxiety,40.0,16,1
-1600001,16,1,1,AI Knowledge,44.0,16,1
-1600001,16,1,1,AI Business Use,48.0,16,1
-1600001,16,1,1,AI Training,-1.0,16,1
-1600001,16,1,1,AI Experimentation,56.0,16,1
-1600001,16,1,1,AI Career Importance,60.0,16,1
-1200003,12,3,1,Wellbeing,86.0,12,3
-1200003,12,3,1,Team Access,81.0,12,3
-1200003,12,3,1,Productivity,76.0,12,3
-1200003,12,3,1,Balance,71.0,12,3
-1200003,12,3,1,Personal Style,91.0,12,3
-1200003,12,3,1,Preferred Culture,6.0,12,3
-1200003,12,3,1,Capacity,87.0,12,3
-1200003,12,3,1,Capability,85.0,12,3
-1200003,12,3,1,Collaboration,81.0,12,3
-1200003,12,3,1,Psych. Safety,91.0,12,3
-1200003,12,3,1,Cognitive Load,32.0,12,3
-1200003,12,3,1,AI Anxiety,93.0,12,3
-1200003,12,3,1,AI Knowledge,75.0,12,3
-1200003,12,3,1,AI Business Use,36.0,12,3
-1200003,12,3,1,AI Training,29.0,12,3
-1200003,12,3,1,AI Experimentation,24.0,12,3
-1200003,12,3,1,AI Career Importance,5.0,12,3
-600005,6,5,1,Wellbeing,80.0,6,5
-600005,6,5,1,Team Access,79.0,6,5
-600005,6,5,1,Productivity,50.0,6,5
-600005,6,5,1,Balance,74.0,6,5
-600005,6,5,1,Personal Style,25.0,6,5
-600005,6,5,1,Preferred Culture,80.0,6,5
-600005,6,5,1,Capacity,70.0,6,5
-600005,6,5,1,Capability,70.0,6,5
-600005,6,5,1,Collaboration,60.0,6,5
-600005,6,5,1,Psych. Safety,84.0,6,5
-600005,6,5,1,Cognitive Load,80.0,6,5
-600005,6,5,1,AI Anxiety,21.0,6,5
-600005,6,5,1,AI Knowledge,65.0,6,5
-600005,6,5,1,AI Business Use,70.0,6,5
-600005,6,5,1,AI Training,57.0,6,5
-600005,6,5,1,AI Experimentation,51.0,6,5
-600005,6,5,1,AI Career Importance,78.0,6,5
-400011,4,11,1,Wellbeing,30.0,4,11
-400011,4,11,1,Team Access,39.0,4,11
-400011,4,11,1,Productivity,48.0,4,11
-400011,4,11,1,Balance,35.0,4,11
-400011,4,11,1,Personal Style,43.0,4,11
-400011,4,11,1,Preferred Culture,35.0,4,11
-400011,4,11,1,Capacity,24.0,4,11
-400011,4,11,1,Capability,28.0,4,11
-400011,4,11,1,Collaboration,41.0,4,11
-400011,4,11,1,Psych. Safety,49.0,4,11
-400011,4,11,1,Cognitive Load,63.0,4,11
-400011,4,11,1,AI Anxiety,31.0,4,11
-400011,4,11,1,AI Knowledge,52.0,4,11
-400011,4,11,1,AI Business Use,73.0,4,11
-400011,4,11,1,AI Training,68.0,4,11
-400011,4,11,1,AI Experimentation,60.0,4,11
-400011,4,11,1,AI Career Importance,77.0,4,11
-1200000,12,0,1,Wellbeing,72.0,12,0
-1200000,12,0,1,Team Access,77.0,12,0
-1200000,12,0,1,Productivity,65.0,12,0
-1200000,12,0,1,Balance,59.0,12,0
-1200000,12,0,1,Personal Style,33.0,12,0
-1200000,12,0,1,Preferred Culture,70.0,12,0
-1200000,12,0,1,Capacity,82.0,12,0
-1200000,12,0,1,Capability,75.0,12,0
-1200000,12,0,1,Collaboration,93.0,12,0
-1200000,12,0,1,Psych. Safety,85.0,12,0
-1200000,12,0,1,Cognitive Load,79.0,12,0
-1200000,12,0,1,AI Anxiety,19.0,12,0
-1200000,12,0,1,AI Knowledge,90.0,12,0
-1200000,12,0,1,AI Business Use,85.0,12,0
-1200000,12,0,1,AI Training,77.0,12,0
-1200000,12,0,1,AI Experimentation,76.0,12,0
-1200000,12,0,1,AI Career Importance,50.0,12,0
-1200002,12,2,1,Wellbeing,95.0,12,2
-1200002,12,2,1,Team Access,86.0,12,2
-1200002,12,2,1,Productivity,80.0,12,2
-1200002,12,2,1,Balance,60.0,12,2
-1200002,12,2,1,Personal Style,77.0,12,2
-1200002,12,2,1,Preferred Culture,24.0,12,2
-1200002,12,2,1,Capacity,76.0,12,2
-1200002,12,2,1,Capability,80.0,12,2
-1200002,12,2,1,Collaboration,83.0,12,2
-1200002,12,2,1,Psych. Safety,72.0,12,2
-1200002,12,2,1,Cognitive Load,87.0,12,2
-1200002,12,2,1,AI Anxiety,40.0,12,2
-1200002,12,2,1,AI Knowledge,68.0,12,2
-1200002,12,2,1,AI Business Use,40.0,12,2
-1200002,12,2,1,AI Training,66.0,12,2
-1200002,12,2,1,AI Experimentation,58.0,12,2
-1200002,12,2,1,AI Career Importance,63.0,12,2
-600001,6,1,1,Wellbeing,52.0,6,1
-600001,6,1,1,Team Access,64.0,6,1
-600001,6,1,1,Productivity,68.0,6,1
-600001,6,1,1,Balance,80.0,6,1
-600001,6,1,1,Personal Style,74.0,6,1
-600001,6,1,1,Preferred Culture,62.0,6,1
-600001,6,1,1,Capacity,85.0,6,1
-600001,6,1,1,Capability,67.0,6,1
-600001,6,1,1,Collaboration,73.0,6,1
-600001,6,1,1,Psych. Safety,76.0,6,1
-600001,6,1,1,Cognitive Load,58.0,6,1
-600001,6,1,1,AI Anxiety,31.0,6,1
-600001,6,1,1,AI Knowledge,28.0,6,1
-600001,6,1,1,AI Business Use,61.0,6,1
-600001,6,1,1,AI Training,66.0,6,1
-600001,6,1,1,AI Experimentation,56.0,6,1
-600001,6,1,1,AI Career Importance,74.0,6,1
-1700005,17,5,1,Wellbeing,67.0,17,5
-1700005,17,5,1,Team Access,58.0,17,5
-1700005,17,5,1,Productivity,64.0,17,5
-1700005,17,5,1,Balance,54.0,17,5
-1700005,17,5,1,Personal Style,26.0,17,5
-1700005,17,5,1,Preferred Culture,48.0,17,5
-1700005,17,5,1,Capacity,87.0,17,5
-1700005,17,5,1,Capability,88.0,17,5
-1700005,17,5,1,Collaboration,77.0,17,5
-1700005,17,5,1,Psych. Safety,76.0,17,5
-1700005,17,5,1,Cognitive Load,80.0,17,5
-1700005,17,5,1,AI Anxiety,84.0,17,5
-1700005,17,5,1,AI Knowledge,79.0,17,5
-1700005,17,5,1,AI Business Use,64.0,17,5
-1700005,17,5,1,AI Training,63.0,17,5
-1700005,17,5,1,AI Experimentation,56.0,17,5
-1700005,17,5,1,AI Career Importance,93.0,17,5
-200000,2,0,1,Wellbeing,40.0,2,0
-200000,2,0,1,Team Access,65.0,2,0
-200000,2,0,1,Productivity,50.0,2,0
-200000,2,0,1,Balance,50.0,2,0
-200000,2,0,1,Personal Style,40.0,2,0
-200000,2,0,1,Preferred Culture,70.0,2,0
-200000,2,0,1,Capacity,45.0,2,0
-200000,2,0,1,Capability,35.0,2,0
-200000,2,0,1,Collaboration,65.0,2,0
-200000,2,0,1,Psych. Safety,80.0,2,0
-200000,2,0,1,Cognitive Load,55.0,2,0
-200000,2,0,1,AI Anxiety,25.0,2,0
-200000,2,0,1,AI Knowledge,70.0,2,0
-200000,2,0,1,AI Business Use,30.0,2,0
-200000,2,0,1,AI Training,21.0,2,0
-200000,2,0,1,AI Experimentation,20.0,2,0
-200000,2,0,1,AI Career Importance,60.0,2,0
-2700002,27,2,1,Wellbeing,76.0,27,2
-2700002,27,2,1,Team Access,70.0,27,2
-2700002,27,2,1,Productivity,0.0,27,2
-2700002,27,2,1,Balance,49.0,27,2
-2700002,27,2,1,Personal Style,32.0,27,2
-2700002,27,2,1,Preferred Culture,7.0,27,2
-2700002,27,2,1,Capacity,27.0,27,2
-2700002,27,2,1,Capability,36.0,27,2
-2700002,27,2,1,Collaboration,46.0,27,2
-2700002,27,2,1,Psych. Safety,70.0,27,2
-2700002,27,2,1,Cognitive Load,83.0,27,2
-2700002,27,2,1,AI Anxiety,12.0,27,2
-2700002,27,2,1,AI Knowledge,18.0,27,2
-2700002,27,2,1,AI Business Use,35.0,27,2
-2700002,27,2,1,AI Training,6.0,27,2
-2700002,27,2,1,AI Experimentation,24.0,27,2
-2700002,27,2,1,AI Career Importance,62.0,27,2
-1600000,16,0,1,Wellbeing,79.0,16,0
-1600000,16,0,1,Team Access,71.0,16,0
-1600000,16,0,1,Productivity,69.0,16,0
-1600000,16,0,1,Balance,86.0,16,0
-1600000,16,0,1,Personal Style,75.0,16,0
-1600000,16,0,1,Preferred Culture,70.0,16,0
-1600000,16,0,1,Capacity,84.0,16,0
-1600000,16,0,1,Capability,77.0,16,0
-1600000,16,0,1,Collaboration,67.0,16,0
-1600000,16,0,1,Psych. Safety,54.0,16,0
-1600000,16,0,1,Cognitive Load,58.0,16,0
-1600000,16,0,1,AI Anxiety,73.0,16,0
-1600000,16,0,1,AI Knowledge,23.0,16,0
-1600000,16,0,1,AI Business Use,33.0,16,0
-1600000,16,0,1,AI Training,65.0,16,0
-1600000,16,0,1,AI Experimentation,47.0,16,0
-1600000,16,0,1,AI Career Importance,78.0,16,0
-200004,2,4,1,Wellbeing,-1.0,2,4
-200004,2,4,1,Team Access,-1.0,2,4
-200004,2,4,1,Productivity,-1.0,2,4
-200004,2,4,1,Balance,-1.0,2,4
-200004,2,4,1,Personal Style,80.0,2,4
-200004,2,4,1,Preferred Culture,35.0,2,4
-200004,2,4,1,Capacity,90.0,2,4
-200004,2,4,1,Capability,6.0,2,4
-200004,2,4,1,Collaboration,20.0,2,4
-200004,2,4,1,Psych. Safety,64.0,2,4
-200004,2,4,1,Cognitive Load,80.0,2,4
-200004,2,4,1,AI Anxiety,77.0,2,4
-200004,2,4,1,AI Knowledge,23.0,2,4
-200004,2,4,1,AI Business Use,33.0,2,4
-200004,2,4,1,AI Training,14.0,2,4
-200004,2,4,1,AI Experimentation,69.0,2,4
-200004,2,4,1,AI Career Importance,85.0,2,4
-2300002,23,2,1,Wellbeing,72.0,23,2
-2300002,23,2,1,Team Access,62.0,23,2
-2300002,23,2,1,Productivity,58.0,23,2
-2300002,23,2,1,Balance,55.0,23,2
-2300002,23,2,1,Personal Style,27.0,23,2
-2300002,23,2,1,Preferred Culture,40.0,23,2
-2300002,23,2,1,Capacity,62.0,23,2
-2300002,23,2,1,Capability,63.0,23,2
-2300002,23,2,1,Collaboration,61.0,23,2
-2300002,23,2,1,Psych. Safety,65.0,23,2
-2300002,23,2,1,Cognitive Load,52.0,23,2
-2300002,23,2,1,AI Anxiety,12.0,23,2
-2300002,23,2,1,AI Knowledge,31.0,23,2
-2300002,23,2,1,AI Business Use,48.0,23,2
-2300002,23,2,1,AI Training,52.0,23,2
-2300002,23,2,1,AI Experimentation,22.0,23,2
-2300002,23,2,1,AI Career Importance,44.0,23,2
-2300006,23,6,1,Wellbeing,80.0,23,6
-2300006,23,6,1,Team Access,75.0,23,6
-2300006,23,6,1,Productivity,77.0,23,6
-2300006,23,6,1,Balance,78.0,23,6
-2300006,23,6,1,Personal Style,35.0,23,6
-2300006,23,6,1,Preferred Culture,67.0,23,6
-2300006,23,6,1,Capacity,75.0,23,6
-2300006,23,6,1,Capability,69.0,23,6
-2300006,23,6,1,Collaboration,81.0,23,6
-2300006,23,6,1,Psych. Safety,78.0,23,6
-2300006,23,6,1,Cognitive Load,63.0,23,6
-2300006,23,6,1,AI Anxiety,25.0,23,6
-2300006,23,6,1,AI Knowledge,54.0,23,6
-2300006,23,6,1,AI Business Use,38.0,23,6
-2300006,23,6,1,AI Training,32.0,23,6
-2300006,23,6,1,AI Experimentation,46.0,23,6
-2300006,23,6,1,AI Career Importance,61.0,23,6
-200005,2,5,1,Wellbeing,41.0,2,5
-200005,2,5,1,Team Access,27.0,2,5
-200005,2,5,1,Productivity,69.0,2,5
-200005,2,5,1,Balance,52.0,2,5
-200005,2,5,1,Personal Style,76.0,2,5
-200005,2,5,1,Preferred Culture,48.0,2,5
-200005,2,5,1,Capacity,63.0,2,5
-200005,2,5,1,Capability,45.0,2,5
-200005,2,5,1,Collaboration,75.0,2,5
-200005,2,5,1,Psych. Safety,81.0,2,5
-200005,2,5,1,Cognitive Load,79.0,2,5
-200005,2,5,1,AI Anxiety,24.0,2,5
-200005,2,5,1,AI Knowledge,66.0,2,5
-200005,2,5,1,AI Business Use,69.0,2,5
-200005,2,5,1,AI Training,65.0,2,5
-200005,2,5,1,AI Experimentation,53.0,2,5
-200005,2,5,1,AI Career Importance,80.0,2,5
-2700005,27,5,1,Wellbeing,83.0,27,5
-2700005,27,5,1,Team Access,78.0,27,5
-2700005,27,5,1,Productivity,78.0,27,5
-2700005,27,5,1,Balance,73.0,27,5
-2700005,27,5,1,Personal Style,69.0,27,5
-2700005,27,5,1,Preferred Culture,74.0,27,5
-2700005,27,5,1,Capacity,42.0,27,5
-2700005,27,5,1,Capability,46.0,27,5
-2700005,27,5,1,Collaboration,50.0,27,5
-2700005,27,5,1,Psych. Safety,54.0,27,5
-2700005,27,5,1,Cognitive Load,58.0,27,5
-2700005,27,5,1,AI Anxiety,40.0,27,5
-2700005,27,5,1,AI Knowledge,44.0,27,5
-2700005,27,5,1,AI Business Use,48.0,27,5
-2700005,27,5,1,AI Training,52.0,27,5
-2700005,27,5,1,AI Experimentation,56.0,27,5
-2700005,27,5,1,AI Career Importance,60.0,27,5
-1900003,19,3,1,Wellbeing,86.0,19,3
-1900003,19,3,1,Team Access,83.0,19,3
-1900003,19,3,1,Productivity,29.0,19,3
-1900003,19,3,1,Balance,56.0,19,3
-1900003,19,3,1,Personal Style,59.0,19,3
-1900003,19,3,1,Preferred Culture,89.0,19,3
-1900003,19,3,1,Capacity,79.0,19,3
-1900003,19,3,1,Capability,78.0,19,3
-1900003,19,3,1,Collaboration,64.0,19,3
-1900003,19,3,1,Psych. Safety,90.0,19,3
-1900003,19,3,1,Cognitive Load,56.0,19,3
-1900003,19,3,1,AI Anxiety,37.0,19,3
-1900003,19,3,1,AI Knowledge,21.0,19,3
-1900003,19,3,1,AI Business Use,8.0,19,3
-1900003,19,3,1,AI Training,27.0,19,3
-1900003,19,3,1,AI Experimentation,51.0,19,3
-1900003,19,3,1,AI Career Importance,43.0,19,3
-2300007,23,7,1,Wellbeing,44.0,23,7
-2300007,23,7,1,Team Access,48.0,23,7
-2300007,23,7,1,Productivity,52.0,23,7
-2300007,23,7,1,Balance,56.0,23,7
-2300007,23,7,1,Personal Style,58.0,23,7
-2300007,23,7,1,Preferred Culture,89.0,23,7
-2300007,23,7,1,Capacity,100.0,23,7
-2300007,23,7,1,Capability,85.0,23,7
-2300007,23,7,1,Collaboration,100.0,23,7
-2300007,23,7,1,Psych. Safety,95.0,23,7
-2300007,23,7,1,Cognitive Load,90.0,23,7
-2300007,23,7,1,AI Anxiety,50.0,23,7
-2300007,23,7,1,AI Knowledge,9.0,23,7
-2300007,23,7,1,AI Business Use,25.0,23,7
-2300007,23,7,1,AI Training,15.0,23,7
-2300007,23,7,1,AI Experimentation,56.0,23,7
-2300007,23,7,1,AI Career Importance,60.0,23,7
-2700003,27,3,1,Wellbeing,98.0,27,3
-2700003,27,3,1,Team Access,48.0,27,3
-2700003,27,3,1,Productivity,61.0,27,3
-2700003,27,3,1,Balance,69.0,27,3
-2700003,27,3,1,Personal Style,55.0,27,3
-2700003,27,3,1,Preferred Culture,62.0,27,3
-2700003,27,3,1,Capacity,63.0,27,3
-2700003,27,3,1,Capability,57.0,27,3
-2700003,27,3,1,Collaboration,72.0,27,3
-2700003,27,3,1,Psych. Safety,81.0,27,3
-2700003,27,3,1,Cognitive Load,68.0,27,3
-2700003,27,3,1,AI Anxiety,67.0,27,3
-2700003,27,3,1,AI Knowledge,52.0,27,3
-2700003,27,3,1,AI Business Use,64.0,27,3
-2700003,27,3,1,AI Training,62.0,27,3
-2700003,27,3,1,AI Experimentation,64.0,27,3
-2700003,27,3,1,AI Career Importance,69.0,27,3
-1900000,19,0,1,Wellbeing,44.0,19,0
-1900000,19,0,1,Team Access,48.0,19,0
-1900000,19,0,1,Productivity,89.0,19,0
-1900000,19,0,1,Balance,56.0,19,0
-1900000,19,0,1,Personal Style,33.0,19,0
-1900000,19,0,1,Preferred Culture,73.0,19,0
-1900000,19,0,1,Capacity,68.0,19,0
-1900000,19,0,1,Capability,73.0,19,0
-1900000,19,0,1,Collaboration,38.0,19,0
-1900000,19,0,1,Psych. Safety,54.0,19,0
-1900000,19,0,1,Cognitive Load,58.0,19,0
-1900000,19,0,1,AI Anxiety,86.0,19,0
-1900000,19,0,1,AI Knowledge,69.0,19,0
-1900000,19,0,1,AI Business Use,45.0,19,0
-1900000,19,0,1,AI Training,10.0,19,0
-1900000,19,0,1,AI Experimentation,76.0,19,0
-1900000,19,0,1,AI Career Importance,92.0,19,0
-1600002,16,2,1,Wellbeing,65.0,16,2
-1600002,16,2,1,Team Access,66.0,16,2
-1600002,16,2,1,Productivity,74.0,16,2
-1600002,16,2,1,Balance,98.0,16,2
-1600002,16,2,1,Personal Style,25.0,16,2
-1600002,16,2,1,Preferred Culture,74.0,16,2
-1600002,16,2,1,Capacity,76.0,16,2
